84.569,-23.070,3.847,0,13
86.124,-23.709,4.574,0,13
85.484,-23.434,3.058,0,12
86.770,-23.956,3.146,0,12
85.944,-23.611,2.097,0,11
99.070,-28.893,-1.710,0,7
98.806,-28.777,-2.524,0,6
91.144,-25.674,-2.281,0,7
90.384,-25.366,-2.245,0,7
89.111,-24.850,-2.189,0,7
88.328,-24.533,-2.188,0,7
87.232,-24.089,-2.187,0,7
86.098,-23.630,-2.094,0,7
85.359,-23.329,-2.213,0,7
84.574,-23.011,-2.232,0,7
83.800,-22.697,-2.264,0,7
83.019,-22.380,-2.313,0,7
86.108,-23.695,-1.284,0,8
88.641,-24.818,4.162,0,13
88.339,-24.762,5.409,0,14
86.100,-23.753,-0.429,0,8
86.065,-23.793,0.397,0,9
86.033,-23.822,1.300,0,10
99.275,-29.719,-2.165,0,7
99.322,-29.967,-2.925,0,6
86.385,-24.083,3.860,0,13
99.536,-30.108,-1.510,0,7
92.589,-26.925,-0.333,0,9
91.584,-26.467,-2.281,0,7
89.561,-25.549,-2.199,0,7
92.492,-26.977,0.985,0,10
99.559,-30.492,-2.231,0,7
87.282,-24.655,5.513,0,14
99.847,-30.893,-1.532,0,7
99.633,-30.827,-2.996,0,6
90.544,-26.286,-2.235,0,7
87.007,-24.669,4.043,0,13
92.768,-27.623,2.082,0,11
86.035,-24.160,2.712,0,12
92.864,-27.674,-1.169,0,8
92.850,-27.715,-0.104,0,9
92.777,-27.670,-2.323,0,7
88.672,-25.565,-2.149,0,7
87.600,-25.035,-2.194,0,7
86.349,-24.393,-2.201,0,7
88.188,-25.470,3.784,0,13
90.104,-26.724,0.711,0,10
85.552,-24.196,4.853,0,14
90.226,-26.966,1.893,0,11
87.579,-25.481,5.570,0,14
85.480,-24.170,-2.205,0,7
90.726,-27.430,2.541,0,11
85.544,-24.299,1.958,0,11
89.606,-26.830,2.429,0,11
86.238,-24.815,3.135,0,12
85.943,-24.648,4.225,0,13
89.199,-26.791,0.955,0,10
87.962,-25.962,-2.159,0,7
84.700,-23.835,-2.179,0,7
89.483,-26.968,-2.155,0,7
90.140,-27.488,0.392,0,9
87.699,-25.974,3.361,0,12
85.163,-24.302,2.704,0,12
86.897,-25.456,-2.203,0,7
89.867,-27.578,3.306,0,12
89.603,-27.469,1.910,0,11
82.225,-22.253,-2.333,0,7
