89.450,-15.159,-2.291,1,-2
88.707,-14.697,-2.333,1,-2
88.266,-14.424,-2.327,1,-2
87.615,-14.019,-2.335,1,-2
87.146,-13.727,-2.356,1,-2
86.502,-13.327,-2.357,1,-2
86.074,-13.061,-2.376,1,-2
85.576,-12.752,-2.386,1,-2
84.449,-12.052,-2.411,1,-2
83.828,-11.666,-2.396,1,-2
83.312,-11.345,-2.391,1,-2
79.865,-9.205,-2.247,1,-2
79.369,-8.897,-2.222,1,-2
78.811,-8.551,-2.207,1,-2
78.341,-8.259,-2.219,1,-2
77.883,-7.974,-2.229,1,-2
77.383,-7.663,-2.207,1,-2
76.887,-7.356,-2.182,1,-2
74.348,-5.781,-1.892,1,-2
73.901,-5.503,-1.868,1,-2
73.423,-5.207,-1.858,1,-2
72.971,-4.925,-1.895,1,-2
72.489,-4.626,-1.888,1,-2
72.022,-4.336,-1.852,1,-2
71.561,-4.050,-1.830,1,-2
71.136,-3.786,-1.826,1,-2
70.666,-3.494,-1.779,1,-2
70.230,-3.224,-1.782,1,-2
69.776,-2.942,-1.761,1,-2
69.344,-2.674,-1.729,1,-2
68.896,-2.396,-1.701,1,-2
68.463,-2.127,-1.667,1,-2
68.027,-1.856,-1.649,1,-2
67.601,-1.591,-1.667,1,-2
67.173,-1.325,-1.710,1,-2
66.747,-1.060,-1.730,1,-2
66.310,-0.788,-1.726,1,-2
65.881,-0.522,-1.711,1,-2
65.455,-0.258,-1.733,1,-2
80.401,-9.594,-2.278,1,-2
84.836,-12.425,-2.403,1,-2
81.453,-10.392,-2.304,1,-2
80.770,-9.991,-2.267,1,-2
82.492,-11.142,-2.363,1,-2
82.023,-10.843,-2.331,1,-2
87.719,-14.516,-2.331,1,-2
88.960,-15.352,-2.306,1,-2
88.252,-14.989,-2.317,1,-2
87.073,-14.228,-2.342,1,-2
86.472,-13.840,-2.348,1,-2
85.597,-13.275,-2.384,1,-2
85.159,-13.029,-2.400,1,-2
83.968,-12.258,-2.412,1,-2
83.301,-11.857,-2.392,1,-2
85.947,-13.645,-2.365,1,-2
75.016,-6.518,-1.945,1,-2
79.857,-9.731,-2.236,1,-2
79.399,-9.430,-2.217,1,-2
78.835,-9.060,-2.223,1,-2
89.185,-15.897,-2.308,1,-2
84.496,-12.811,-2.398,1,-2
80.959,-10.484,-2.291,1,-2
77.424,-8.181,-2.213,1,-2
82.769,-11.736,-2.368,1,-2
80.275,-10.087,-2.251,1,-2
88.368,-15.478,-2.312,1,-2
78.210,-8.744,-2.221,1,-2
87.605,-15.014,-2.313,1,-2
81.442,-10.917,-2.311,1,-2
74.519,-6.336,-1.917,1,-2
82.013,-11.361,-2.336,1,-2
86.621,-14.480,-2.324,1,-2
88.631,-15.908,-2.311,1,-2
86.129,-14.222,-2.344,1,-2
85.170,-13.576,-2.399,1,-2
83.480,-12.438,-2.384,1,-2
77.719,-8.605,-2.180,1,-2
87.814,-15.485,-2.313,1,-2
84.673,-13.351,-2.411,1,-2
84.002,-12.895,-2.394,1,-2
87.090,-15.034,-2.315,1,-2
85.645,-14.086,-2.367,1,-2
73.969,-6.119,-1.889,1,-2
72.964,-5.433,-1.881,1,-2
82.928,-12.261,-2.358,1,-2
73.521,-5.828,-1.888,1,-2
72.500,-5.143,-1.896,1,-2
82.242,-11.856,-2.333,1,-2
80.486,-10.648,-2.260,1,-2
72.038,-4.853,-1.866,1,-2
79.389,-9.947,-2.229,1,-2
78.839,-9.567,-2.238,1,-2
81.510,-11.474,-2.301,1,-2
88.464,-16.398,-2.288,1,-2
87.873,-15.984,-2.305,1,-2
86.325,-14.903,-2.326,1,-2
84.154,-13.384,-2.404,1,-2
80.938,-11.137,-2.282,1,-2
79.877,-10.397,-2.236,1,-2
71.589,-4.607,-1.845,1,-2
83.477,-12.945,-2.385,1,-2
78.193,-9.245,-2.194,1,-2
87.111,-15.534,-2.307,1,-2
85.788,-14.604,-2.340,1,-2
84.942,-14.047,-2.378,1,-2
70.669,-4.009,-1.780,1,-2
77.185,-8.630,-2.223,1,-2
85.302,-14.455,-2.363,1,-2
84.433,-13.871,-2.393,1,-2
70.228,-3.739,-1.791,1,-2
86.494,-15.383,-2.328,1,-2
71.124,-4.389,-1.827,1,-2
81.673,-11.966,-2.294,1,-2
77.682,-9.104,-2.174,1,-2
87.317,-16.103,-2.278,1,-2
83.649,-13.490,-2.373,1,-2
80.422,-11.158,-2.240,1,-2
78.884,-10.074,-2.214,1,-2
85.802,-15.130,-2.337,1,-2
78.354,-9.744,-2.184,1,-2
86.725,-15.886,-2.301,1,-2
83.043,-13.229,-2.370,1,-2
79.930,-10.949,-2.232,1,-2
79.229,-10.436,-2.227,1,-2
84.779,-14.542,-2.364,1,-2
81.046,-11.800,-2.259,1,-2
85.188,-14.962,-2.352,1,-2
83.956,-14.049,-2.369,1,-2
69.743,-3.530,-1.777,1,-2
86.015,-15.616,-2.343,1,-2
73.505,-6.331,-1.907,1,-2
74.276,-6.923,-1.910,1,-2
72.970,-5.967,-1.897,1,-2
87.113,-16.564,-2.289,1,-2
77.850,-9.633,-2.170,1,-2
77.172,-9.150,-2.225,1,-2
72.520,-5.678,-1.896,1,-2
69.247,-3.217,-1.750,1,-2
86.261,-16.097,-2.317,1,-2
85.443,-15.478,-2.365,1,-2
83.217,-13.794,-2.360,1,-2
80.352,-11.660,-2.243,1,-2
84.272,-14.672,-2.367,1,-2
79.356,-10.935,-2.228,1,-2
72.065,-5.394,-1.897,1,-2
84.650,-15.078,-2.354,1,-2
82.012,-13.058,-2.309,1,-2
82.669,-13.597,-2.336,1,-2
78.736,-10.577,-2.194,1,-2
78.286,-10.257,-2.174,1,-2
86.625,-16.722,-2.303,1,-2
85.743,-16.041,-2.349,1,-2
79.777,-11.435,-2.229,1,-2
68.520,-2.747,-1.683,1,-2
83.681,-14.485,-2.376,1,-2
80.706,-12.184,-2.232,1,-2
81.546,-12.869,-2.289,1,-2
87.732,-17.717,-2.309,1,-2
81.073,-12.535,-2.258,1,-2
77.328,-9.646,-2.222,1,-2
73.765,-6.870,-1.891,1,-2
71.598,-5.179,-1.883,1,-2
68.024,-2.392,-1.681,1,-2
85.994,-16.537,-2.324,1,-2
74.435,-7.451,-1.898,1,-2
71.173,-4.900,-1.837,1,-2
83.177,-14.396,-2.365,1,-2
84.094,-15.161,-2.353,1,-2
77.731,-10.120,-2.197,1,-2
86.693,-17.313,-2.302,1,-2
84.461,-15.574,-2.339,1,-2
76.700,-9.377,-2.235,1,-2
78.909,-11.171,-2.185,1,-2
70.659,-4.569,-1.784,1,-2
67.590,-2.113,-1.675,1,-2
73.010,-6.468,-1.915,1,-2
85.460,-16.501,-2.357,1,-2
83.592,-14.998,-2.371,1,-2
79.279,-11.528,-2.195,1,-2
84.731,-15.998,-2.348,1,-2
87.130,-17.986,-2.290,1,-2
85.968,-17.043,-2.316,1,-2
78.192,-10.766,-2.182,1,-2
87.523,-18.399,-2.296,1,-2
80.254,-12.507,-2.219,1,-2
79.860,-12.185,-2.216,1,-2
72.509,-6.180,-1.912,1,-2
83.961,-15.658,-2.374,1,-2
70.113,-4.258,-1.782,1,-2
86.462,-17.764,-2.313,1,-2
83.072,-14.964,-2.363,1,-2
77.199,-10.142,-2.272,1,-2
67.156,-1.834,-1.704,1,-2
84.965,-16.615,-2.333,1,-2
85.452,-17.062,-2.321,1,-2
73.894,-7.469,-1.873,1,-2
73.245,-6.927,-1.894,1,-2
72.059,-5.953,-1.901,1,-2
77.632,-10.640,-2.209,1,-2
86.905,-18.463,-2.302,1,-2
84.324,-16.292,-2.372,1,-2
78.398,-11.313,-2.153,1,-2
85.729,-17.519,-2.328,1,-2
79.249,-12.059,-2.160,1,-2
78.786,-11.669,-2.165,1,-2
87.236,-18.838,-2.303,1,-2
83.798,-16.143,-2.393,1,-2
69.656,-4.054,-1.802,1,-2
86.273,-18.357,-2.334,1,-2
84.731,-17.075,-2.313,1,-2
83.360,-15.891,-2.380,1,-2
82.374,-15.041,-2.350,1,-2
77.910,-11.193,-2.170,1,-2
71.552,-5.711,-1.862,1,-2
79.518,-12.647,-2.174,1,-2
85.814,-18.153,-2.333,1,-2
84.197,-16.789,-2.362,1,-2
81.677,-14.593,-2.330,1,-2
82.898,-15.698,-2.368,1,-2
81.238,-14.284,-2.334,1,-2
72.563,-6.707,-1.913,1,-2
85.279,-17.919,-2.325,1,-2
78.719,-12.176,-2.151,1,-2
77.132,-10.773,-2.259,1,-2
78.252,-11.794,-2.155,1,-2
66.718,-1.593,-1.729,1,-2
86.379,-19.084,-2.307,1,-2
70.619,-5.069,-1.776,1,-2
84.616,-17.561,-2.334,1,-2
