35.941,-28.157,18.327
35.918,-28.159,17.478
35.908,-28.157,15.604
35.957,-28.149,14.761
35.978,-28.145,13.938
35.962,-28.146,13.136
35.935,-28.146,11.066
35.935,-28.140,7.445
35.938,-28.134,4.036
35.939,-28.132,2.382
36.184,-28.065,19.087
36.185,-28.061,16.718
36.198,-28.051,12.326
36.200,-28.048,10.276
36.203,-28.046,9.445
36.201,-28.045,8.621
36.196,-28.042,6.527
36.207,-28.040,5.720
36.210,-28.038,4.918
36.705,-27.880,20.257
36.709,-27.877,18.453
36.718,-27.874,17.599
36.712,-27.872,15.872
36.724,-27.869,15.050
36.731,-27.866,14.240
36.741,-27.864,13.437
36.716,-27.864,11.690
36.727,-27.856,8.044
36.731,-27.855,7.238
36.733,-27.850,4.341
36.741,-27.846,2.658
36.937,-27.792,19.474
36.957,-27.785,16.791
36.965,-27.777,12.636
36.959,-27.774,10.908
36.965,-27.772,10.083
36.965,-27.771,9.266
36.962,-27.767,6.455
36.972,-27.764,5.605
36.975,-27.758,1.862
37.162,-27.403,8.579
37.156,-27.398,4.901
37.145,-27.305,15.501
37.134,-27.257,20.630
37.113,-27.244,12.036
37.101,-27.238,7.672
37.098,-27.231,3.070
37.073,-27.137,13.186
37.070,-27.095,19.845
37.063,-27.090,16.402
37.072,-27.023,11.211
37.023,-27.027,9.758
37.020,-27.021,6.039
37.016,-27.018,4.189
37.017,-27.014,1.526
37.996,-26.691,9.918
37.854,-26.701,6.016
37.773,-26.703,1.755
37.719,-26.681,17.012
38.597,-26.478,17.521
37.972,-26.530,9.011
37.958,-26.525,5.226
38.883,-26.378,9.917
38.717,-26.389,5.713
38.671,-26.389,2.764
38.575,-26.397,1.652
38.960,-26.161,11.931
38.937,-26.157,8.124
38.932,-26.151,4.551
38.928,-26.150,3.697
43.295,-25.500,21.220
43.305,-25.496,19.547
43.309,-25.493,18.704
43.301,-25.493,17.882
43.305,-25.491,17.009
43.298,-25.490,16.157
43.327,-25.485,15.304
43.344,-25.478,12.373
43.344,-25.476,11.533
43.339,-25.475,10.706
43.339,-25.473,9.329
43.337,-25.471,8.525
43.345,-25.465,5.087
43.344,-25.459,1.743
43.491,-25.430,20.421
44.027,-25.236,19.811
44.041,-25.233,18.966
44.033,-25.232,18.150
44.031,-25.231,17.343
44.023,-25.230,16.497
44.038,-25.227,15.654
44.053,-25.221,13.113
44.064,-25.218,12.117
44.058,-25.217,11.244
44.045,-25.214,9.036
44.053,-25.205,4.784
44.066,-25.200,2.343
44.059,-25.199,1.414
44.190,-25.176,20.875
44.230,-25.146,7.232
44.494,-24.754,12.625
44.495,-24.720,19.414
44.482,-24.673,18.596
44.463,-24.660,11.659
44.449,-24.625,16.838
44.425,-24.602,4.349
44.430,-24.577,16.011
44.417,-24.562,7.761
44.394,-24.505,1.807
47.059,-23.370,9.498
47.291,-23.326,13.677
47.131,-23.311,2.886
47.258,-23.260,1.511
47.395,-23.245,17.032
47.260,-23.159,12.362
47.272,-23.151,8.656
47.240,-23.145,5.069
47.272,-23.137,20.517
50.508,-22.891,15.149
50.514,-22.881,10.836
50.526,-22.872,7.009
50.540,-22.860,1.125
50.591,-22.866,22.484
50.609,-22.864,21.645
50.615,-22.861,20.665
50.613,-22.859,19.828
50.612,-22.854,17.692
50.620,-22.852,16.868
50.620,-22.850,16.018
50.632,-22.843,12.928
50.634,-22.841,12.113
50.645,-22.834,8.995
50.649,-22.832,8.162
50.650,-22.827,5.655
50.649,-22.825,4.786
50.641,-22.823,3.927
50.644,-22.822,3.074
50.841,-22.768,14.405
50.844,-22.758,10.110
51.043,-22.700,19.160
51.062,-22.682,11.449
51.077,-22.671,6.390
51.179,-22.644,13.634
51.194,-22.630,7.557
51.198,-22.620,2.510
51.206,-22.618,1.681
51.263,-22.623,22.090
51.275,-22.621,21.213
51.280,-22.618,20.253
51.275,-22.614,18.372
51.283,-22.611,17.286
51.290,-22.609,16.480
51.298,-22.607,15.644
51.298,-22.600,12.494
51.305,-22.593,9.401
