4011.978,1662.084,0.000
4009.735,1665.798,0.000
4010.478,1663.943,0.000
4026.922,1624.857,0.000
4029.029,1614.423,0.000
4032.525,1614.322,0.000
4027.948,1616.812,0.000
4036.022,1614.220,0.000
4039.519,1614.119,0.000
4028.039,1620.309,0.000
4028.707,1623.542,0.000
4026.027,1627.190,0.000
4024.701,1630.877,0.000
4026.327,1632.913,0.000
4029.093,1634.071,0.000
4031.859,1635.230,0.000
4033.703,1636.002,0.000
4036.007,1636.968,0.000
4039.695,1638.512,0.000
4043.016,1614.017,0.000
4046.513,1613.916,0.000
4050.010,1613.814,0.000
4053.007,1613.727,0.000
4056.504,1613.626,0.000
4060.001,1613.524,0.000
4063.498,1613.423,0.000
4066.995,1613.321,0.000
4014.575,1662.860,0.000
4016.416,1663.640,0.000
4018.717,1664.614,0.000
4021.939,1665.978,0.000
4042.922,1639.864,0.000
4046.148,1641.216,0.000
4048.914,1642.374,0.000
4050.758,1643.146,0.000
4053.524,1644.305,0.000
4056.751,1645.657,0.000
4059.977,1647.008,0.000
4063.665,1648.553,0.000
4067.353,1650.098,0.000
4068.154,1665.072,0.000
4009.087,1668.778,0.000
4008.138,1672.095,0.000
4005.836,1675.444,0.000
4005.097,1679.257,0.000
4008.558,1681.281,0.000
4011.788,1682.626,0.000
3991.439,1709.668,0.000
3989.281,1714.454,0.000
3990.016,1712.595,0.000
3994.705,1710.226,0.000
3997.007,1711.197,0.000
3998.849,1711.974,0.000
3988.742,1716.594,0.000
3989.848,1717.251,0.000
3987.300,1719.782,0.000
4001.612,1713.140,0.000
4004.374,1714.306,0.000
4006.216,1715.083,0.000
4008.519,1716.054,0.000
4012.202,1717.608,0.000
4025.621,1667.537,0.000
4029.302,1669.096,0.000
4031.603,1670.070,0.000
4032.984,1670.655,0.000
4035.745,1671.824,0.000
4038.967,1673.188,0.000
4040.807,1673.968,0.000
4014.094,1683.587,0.000
4015.939,1684.356,0.000
4018.708,1685.509,0.000
4021.937,1686.854,0.000
4023.782,1687.623,0.000
4025.627,1688.392,0.000
4028.857,1689.737,0.000
4031.164,1690.698,0.000
4033.009,1691.467,0.000
4036.238,1692.812,0.000
4039.006,1693.966,0.000
4043.108,1674.942,0.000
4046.330,1676.306,0.000
4049.552,1677.670,0.000
4053.233,1679.229,0.000
4066.649,1668.733,0.000
4067.485,1670.662,0.000
4055.534,1680.203,0.000
4068.050,1675.565,0.000
4066.729,1678.805,0.000
4057.375,1680.983,0.000
4060.136,1682.152,0.000
4063.675,1683.366,0.000
4065.597,1681.581,0.000
4040.390,1694.542,0.000
4015.425,1718.969,0.000
4018.648,1720.328,0.000
4021.411,1721.494,0.000
4042.697,1695.503,0.000
4046.387,1697.041,0.000
4050.078,1698.578,0.000
4053.307,1699.923,0.000
4054.630,1707.370,0.000
4055.614,1700.884,0.000
4068.530,1696.923,0.000
4056.541,1702.788,0.000
4055.412,1705.530,0.000
4068.146,1703.169,0.000
4066.781,1706.390,0.000
4047.653,1713.650,0.000
4053.457,1710.130,0.000
4050.067,1713.062,0.000
4052.049,1713.565,0.000
4046.284,1716.849,0.000
4046.271,1720.261,0.000
4050.735,1716.733,0.000
4051.538,1715.124,0.000
4049.271,1720.199,0.000
4064.831,1710.991,0.000
4065.611,1709.151,0.000
4063.855,1713.292,0.000
4060.929,1720.194,0.000
4062.490,1716.513,0.000
4070.492,1613.220,0.000
4073.989,1613.118,0.000
4077.486,1613.017,0.000
4080.982,1612.916,0.000
4083.980,1612.828,0.000
4088.089,1613.101,0.000
4089.351,1616.848,0.000
4089.395,1620.346,0.000
4089.254,1623.826,0.000
4088.589,1627.256,0.000
4087.878,1630.682,0.000
4087.167,1634.107,0.000
4086.455,1637.532,0.000
4070.579,1651.449,0.000
4072.884,1652.415,0.000
4085.744,1640.957,0.000
4085.043,1644.377,0.000
4085.697,1646.200,0.000
4088.017,1647.130,0.000
4090.843,1648.607,0.000
4090.145,1651.168,0.000
4074.728,1653.187,0.000
4075.032,1658.443,0.000
4076.292,1654.844,0.000
4081.324,1655.685,0.000
4078.996,1659.410,0.000
4079.791,1657.575,0.000
4070.274,1662.868,0.000
4073.711,1661.682,0.000
4071.940,1666.211,0.000
4072.581,1664.418,0.000
4078.002,1661.702,0.000
4077.363,1665.369,0.000
4083.069,1656.253,0.000
4088.774,1654.386,0.000
4084.904,1657.047,0.000
4087.312,1657.377,0.000
4070.993,1668.513,0.000
4069.579,1671.519,0.000
4081.233,1667.764,0.000
4081.390,1671.759,0.000
4068.805,1673.714,0.000
4079.854,1675.450,0.000
4078.511,1678.681,0.000
4082.733,1668.529,0.000
4075.248,1686.525,0.000
4077.167,1681.911,0.000
4076.016,1684.679,0.000
4074.096,1689.294,0.000
4072.753,1692.524,0.000
4102.131,1685.724,0.000
4104.748,1684.678,0.000
4108.410,1686.250,0.000
4100.560,1689.386,0.000
4099.185,1692.590,0.000
4110.698,1687.233,0.000
4112.529,1688.018,0.000
4115.276,1689.197,0.000
4118.022,1690.376,0.000
4119.853,1691.162,0.000
4122.142,1692.144,0.000
4070.218,1695.458,0.000
4069.723,1699.101,0.000
4068.927,1701.329,0.000
4095.845,1700.371,0.000
4095.697,1701.947,0.000
4096.082,1721.116,0.000
4097.809,1695.794,0.000
4096.630,1698.541,0.000
4097.971,1702.936,0.000
4100.717,1704.115,0.000
4102.548,1704.900,0.000
4105.049,1706.389,0.000
4108.196,1707.484,0.000
4101.328,1710.382,0.000
4099.255,1713.781,0.000
4099.850,1712.406,0.000
4104.027,1709.523,0.000
4109.626,1708.316,0.000
4109.531,1714.031,0.000
4098.065,1716.532,0.000
4096.875,1719.282,0.000
4108.327,1716.776,0.000
4106.320,1721.350,0.000
4107.123,1719.521,0.000
4111.615,1709.334,0.000
4115.364,1710.401,0.000
4110.334,1712.202,0.000
4117.195,1711.187,0.000
4119.026,1711.973,0.000
4122.230,1713.348,0.000
4125.346,1693.520,0.000
4127.177,1694.305,0.000
4129.007,1695.091,0.000
4132.212,1696.467,0.000
4134.500,1697.449,0.000
4136.331,1698.235,0.000
4139.535,1699.610,0.000
4142.281,1700.789,0.000
4143.655,1701.378,0.000
4145.943,1702.361,0.000
4149.605,1703.932,0.000
4124.977,1714.527,0.000
4126.808,1715.313,0.000
4129.096,1716.295,0.000
4132.301,1717.670,0.000
4135.962,1719.242,0.000
4150.879,1711.009,0.000
4149.897,1713.297,0.000
4139.624,1720.814,0.000
4141.913,1721.796,0.000
4147.932,1717.875,0.000
4148.718,1716.044,0.000
4146.950,1720.163,0.000
4152.529,1706.178,0.000
4151.665,1709.178,0.000
3985.383,1723.742,0.000
3985.129,1726.554,0.000
3987.766,1727.781,0.000
3989.604,1728.565,0.000
3991.443,1729.349,0.000
3994.661,1730.722,0.000
3997.419,1731.899,0.000
3999.258,1732.683,0.000
4001.556,1733.664,0.000
4004.302,1734.846,0.000
4005.132,1737.212,0.000
4007.461,1738.574,0.000
4009.297,1739.366,0.000
4012.051,1740.552,0.000
4023.253,1722.271,0.000
4025.555,1723.243,0.000
4028.779,1724.603,0.000
4032.462,1726.157,0.000
4036.146,1727.711,0.000
4038.448,1728.682,0.000
4039.830,1729.265,0.000
4015.264,1741.937,0.000
4018.476,1743.322,0.000
4022.148,1744.905,0.000
4024.443,1745.894,0.000
4026.279,1746.685,0.000
4029.032,1747.872,0.000
4031.327,1748.861,0.000
4047.594,1723.929,0.000
4046.421,1726.689,0.000
4049.865,1723.314,0.000
4052.942,1723.102,0.000
4048.971,1726.750,0.000
4042.592,1730.431,0.000
4046.341,1730.181,0.000
4047.464,1732.596,0.000
4049.726,1733.657,0.000
4052.441,1734.932,0.000
4056.628,1724.651,0.000
