35.941	-28.157	18.327	659.000
35.918	-28.159	17.478	660.000
35.908	-28.157	15.604	661.000
35.957	-28.149	14.761	662.000
35.978	-28.145	13.938	663.000
35.962	-28.146	13.136	664.000
35.935	-28.146	11.066	665.000
35.935	-28.140	7.445	666.000
35.938	-28.134	4.036	667.000
35.939	-28.132	2.382	668.000
36.184	-28.065	19.087	670.000
36.185	-28.061	16.718	671.000
36.198	-28.051	12.326	672.000
36.200	-28.048	10.276	673.000
36.203	-28.046	9.445	674.000
36.201	-28.045	8.621	675.000
36.196	-28.042	6.527	676.000
36.207	-28.040	5.720	677.000
36.210	-28.038	4.918	678.000
36.705	-27.880	20.257	683.000
36.709	-27.877	18.453	684.000
36.718	-27.874	17.599	685.000
36.712	-27.872	15.872	686.000
36.724	-27.869	15.050	687.000
36.731	-27.866	14.240	688.000
36.741	-27.864	13.437	689.000
36.716	-27.864	11.690	690.000
36.727	-27.856	8.044	691.000
36.731	-27.855	7.238	692.000
36.733	-27.850	4.341	693.000
36.741	-27.846	2.658	694.000
36.937	-27.792	19.474	697.000
36.957	-27.785	16.791	698.000
36.965	-27.777	12.636	699.000
36.959	-27.774	10.908	700.000
36.965	-27.772	10.083	701.000
36.965	-27.771	9.266	702.000
36.962	-27.767	6.455	703.000
36.972	-27.764	5.605	704.000
36.975	-27.758	1.862	705.000
37.162	-27.403	8.579	719.000
37.156	-27.398	4.901	720.000
37.145	-27.305	15.501	725.000
37.134	-27.257	20.630	728.000
37.113	-27.244	12.036	730.000
37.101	-27.238	7.672	731.000
37.098	-27.231	3.070	732.000
37.073	-27.137	13.186	736.000
37.070	-27.095	19.845	740.000
37.063	-27.090	16.402	741.000
37.072	-27.023	11.211	744.000
37.023	-27.027	9.758	745.000
37.020	-27.021	6.039	746.000
37.016	-27.018	4.189	747.000
37.017	-27.014	1.526	749.000
37.996	-26.691	9.918	759.000
37.854	-26.701	6.016	760.000
37.773	-26.703	1.755	762.000
37.719	-26.681	17.012	767.000
38.597	-26.478	17.521	772.000
37.972	-26.530	9.011	773.000
37.958	-26.525	5.226	775.000
38.883	-26.378	9.917	779.000
38.717	-26.389	5.713	780.000
38.671	-26.389	2.764	781.000
38.575	-26.397	1.652	783.000
38.960	-26.161	11.931	799.000
38.937	-26.157	8.124	801.000
38.932	-26.151	4.551	802.000
38.928	-26.150	3.697	803.000
43.295	-25.500	21.220	828.000
43.305	-25.496	19.547	829.000
43.309	-25.493	18.704	830.000
43.301	-25.493	17.882	831.000
43.305	-25.491	17.009	832.000
43.298	-25.490	16.157	833.000
43.327	-25.485	15.304	834.000
43.344	-25.478	12.373	835.000
43.344	-25.476	11.533	836.000
43.339	-25.475	10.706	837.000
43.339	-25.473	9.329	838.000
43.337	-25.471	8.525	839.000
43.345	-25.465	5.087	840.000
43.344	-25.459	1.743	841.000
43.491	-25.430	20.421	846.000
44.027	-25.236	19.811	858.000
44.041	-25.233	18.966	859.000
44.033	-25.232	18.150	860.000
44.031	-25.231	17.343	861.000
44.023	-25.230	16.497	862.000
44.038	-25.227	15.654	863.000
44.053	-25.221	13.113	864.000
44.064	-25.218	12.117	865.000
44.058	-25.217	11.244	866.000
44.045	-25.214	9.036	867.000
44.053	-25.205	4.784	868.000
44.066	-25.200	2.343	869.000
44.059	-25.199	1.414	870.000
44.190	-25.176	20.875	872.000
44.230	-25.146	7.232	873.000
44.494	-24.754	12.625	896.000
44.495	-24.720	19.414	899.000
44.482	-24.673	18.596	903.000
44.463	-24.660	11.659	904.000
44.449	-24.625	16.838	906.000
44.425	-24.602	4.349	908.000
44.430	-24.577	16.011	911.000
44.417	-24.562	7.761	913.000
44.394	-24.505	1.807	915.000
47.059	-23.370	9.498	996.000
47.291	-23.326	13.677	1002.000
47.131	-23.311	2.886	1004.000
47.258	-23.260	1.511	1006.000
47.395	-23.245	17.032	1011.000
47.260	-23.159	12.362	1016.000
47.272	-23.151	8.656	1017.000
47.240	-23.145	5.069	1019.000
47.272	-23.137	20.517	1021.000
50.508	-22.891	15.149	1031.000
50.514	-22.881	10.836	1032.000
50.526	-22.872	7.009	1033.000
50.540	-22.860	1.125	1034.000
50.591	-22.866	22.484	1036.000
50.609	-22.864	21.645	1037.000
50.615	-22.861	20.665	1038.000
50.613	-22.859	19.828	1039.000
50.612	-22.854	17.692	1040.000
50.620	-22.852	16.868	1041.000
50.620	-22.850	16.018	1042.000
50.632	-22.843	12.928	1043.000
50.634	-22.841	12.113	1044.000
50.645	-22.834	8.995	1045.000
50.649	-22.832	8.162	1046.000
50.650	-22.827	5.655	1047.000
50.649	-22.825	4.786	1048.000
50.641	-22.823	3.927	1049.000
50.644	-22.822	3.074	1050.000
50.841	-22.768	14.405	1053.000
50.844	-22.758	10.110	1054.000
51.043	-22.700	19.160	1056.000
51.062	-22.682	11.449	1057.000
51.077	-22.671	6.390	1058.000
51.179	-22.644	13.634	1059.000
51.194	-22.630	7.557	1060.000
51.198	-22.620	2.510	1061.000
51.206	-22.618	1.681	1062.000
51.263	-22.623	22.090	1066.000
51.275	-22.621	21.213	1067.000
51.280	-22.618	20.253	1068.000
51.275	-22.614	18.372	1069.000
51.283	-22.611	17.286	1070.000
51.290	-22.609	16.480	1071.000
51.298	-22.607	15.644	1072.000
51.298	-22.600	12.494	1073.000
51.305	-22.593	9.401	1074.000
51.308	-22.591	8.576	1075.000
51.317	-22.584	5.241	1076.000
51.314	-22.582	4.394	1077.000
51.306	-22.580	3.481	1078.000
51.402	-22.557	10.710	1080.000
51.715	-22.462	19.567	1084.000
51.736	-22.433	6.933	1085.000
51.741	-22.430	5.998	1086.000
51.836	-22.410	14.089	1087.000
51.835	-22.407	13.184	1088.000
51.841	-22.404	11.861	1089.000
51.842	-22.400	9.998	1090.000
51.849	-22.396	7.967	1091.000
51.855	-22.385	2.918	1092.000
51.862	-22.383	2.104	1093.000
51.915	-22.392	22.764	1096.000
51.924	-22.389	21.644	1097.000
51.933	-22.387	20.786	1098.000
51.927	-22.382	18.784	1099.000
51.928	-22.380	17.954	1100.000
51.937	-22.341	16.890	1102.000
51.933	-22.339	16.061	1103.000
51.822	-22.128	3.930	1111.000
51.824	-22.103	8.979	1115.000
51.812	-22.093	4.799	1116.000
51.765	-21.976	1.414	1120.000
51.789	-21.960	11.153	1121.000
51.787	-21.932	15.328	1122.000
51.779	-21.926	12.500	1123.000
51.779	-21.870	20.176	1128.000
51.703	-21.767	7.456	1134.000
51.690	-21.763	5.550	1135.000
51.727	-21.753	17.420	1136.000
51.823	-21.706	13.687	1138.000
51.930	-21.688	21.184	1141.000
51.774	-21.659	9.653	1142.000
51.661	-21.656	8.307	1143.000
51.694	-21.640	16.494	1146.000
51.648	-21.516	11.817	1152.000
52.579	-21.377	9.570	1160.000
52.908	-21.340	21.181	1165.000
52.513	-21.273	12.089	1167.000
52.589	-21.257	4.507	1169.000
52.540	-21.254	3.526	1170.000
52.779	-21.255	1.766	1171.000
52.624	-21.230	8.561	1174.000
52.626	-21.193	7.741	1177.000
54.034	-20.879	5.977	1207.000
54.065	-20.863	13.577	1210.000
54.129	-20.822	9.671	1212.000
54.381	-20.726	20.765	1218.000
54.390	-20.679	1.754	1219.000
54.043	-20.588	11.991	1223.000
54.364	-20.594	8.673	1224.000
54.410	-20.587	4.867	1226.000
54.185	-20.550	7.875	1230.000
55.503	-20.348	5.994	1251.000
55.549	-20.283	16.976	1262.000
55.662	-20.281	13.454	1264.000
55.637	-20.269	9.471	1265.000
57.536	-20.343	5.773	1266.000
57.634	-20.311	13.422	1270.000
55.581	-20.158	5.129	1271.000
55.813	-20.164	1.428	1273.000
55.969	-20.194	21.176	1274.000
55.582	-20.146	12.598	1275.000
57.773	-20.244	7.023	1276.000
57.808	-20.240	4.826	1277.000
57.855	-20.232	11.714	1280.000
57.853	-20.229	10.866	1281.000
57.861	-20.223	8.381	1282.000
57.872	-20.213	3.984	1283.000
57.878	-20.210	2.719	1284.000
57.882	-20.209	1.887	1285.000
57.883	-20.207	1.062	1286.000
57.894	-20.222	17.993	1288.000
57.906	-20.217	15.927	1289.000
57.910	-20.215	15.062	1290.000
57.911	-20.213	14.228	1291.000
57.913	-20.209	12.634	1292.000
57.916	-20.202	10.048	1293.000
57.923	-20.201	9.207	1294.000
57.959	-20.205	20.659	1295.000
57.958	-20.203	19.823	1296.000
57.958	-20.200	18.964	1297.000
57.966	-20.195	17.004	1298.000
58.518	-19.990	12.149	1308.000
58.518	-19.988	11.337	1309.000
58.537	-19.972	4.597	1310.000
58.541	-19.966	2.303	1311.000
58.546	-19.965	1.496	1312.000
58.555	-19.989	21.197	1315.000
58.553	-19.981	18.432	1316.000
58.563	-19.979	17.571	1317.000
58.576	-19.977	16.469	1318.000
58.578	-19.975	15.508	1319.000
58.577	-19.972	14.669	1320.000
58.587	-19.962	10.479	1321.000
58.592	-19.960	9.643	1322.000
58.590	-19.957	8.832	1323.000
58.593	-19.953	6.948	1324.000
58.621	-19.962	20.232	1326.000
58.622	-19.960	19.410	1327.000
58.832	-19.873	12.882	1330.000
58.924	-19.839	8.109	1331.000
58.927	-19.834	6.220	1332.000
58.992	-19.806	3.936	1334.000
59.051	-19.786	5.218	1338.000
59.059	-19.781	3.001	1339.000
59.090	-19.784	14.055	1340.000
59.200	-19.731	1.097	1341.000
59.203	-19.757	20.759	1343.000
59.210	-19.747	17.117	1344.000
59.212	-19.744	15.965	1345.000
59.228	-19.734	11.836	1346.000
59.232	-19.732	10.973	1347.000
59.255	-19.711	2.040	1348.000
59.257	-19.729	18.921	1349.000
59.262	-19.727	18.049	1350.000
59.274	-19.720	15.115	1351.000
59.285	-19.707	10.011	1352.000
59.304	-19.708	19.885	1353.000
59.252	-19.668	7.355	1354.000
59.239	-19.614	9.197	1356.000
59.086	-19.247	4.575	1367.000
59.096	-19.187	12.543	1371.000
59.064	-19.144	8.574	1376.000
59.037	-19.127	3.482	1377.000
59.090	-19.142	16.549	1379.000
59.024	-19.075	5.641	1380.000
59.013	-19.063	1.603	1381.000
59.089	-19.069	21.163	1385.000
59.083	-19.066	20.316	1386.000
59.045	-19.019	15.593	1389.000
59.026	-19.005	11.525	1390.000
59.190	-19.016	17.479	1393.000
60.502	-18.463	1.771	1443.000
60.508	-18.494	20.659	1446.000
60.611	-18.472	16.971	1449.000
60.786	-18.425	9.760	1453.000
60.916	-18.342	1.072	1454.000
60.943	-18.357	13.643	1456.000
60.790	-18.249	3.660	1458.000
60.886	-18.243	4.843	1459.000
60.942	-18.225	12.615	1463.000
60.939	-18.213	8.969	1464.000
60.932	-18.210	8.105	1465.000
60.972	-18.228	20.036	1468.000
60.961	-18.200	11.747	1469.000
63.524	-17.415	1.244	1570.000
63.527	-17.434	20.890	1572.000
63.613	-17.394	16.999	1573.000
63.766	-17.337	2.047	1576.000
65.020	-17.630	2.053	1578.000
63.609	-17.258	4.841	1579.000
65.003	-17.647	21.102	1580.000
63.829	-17.295	13.188	1582.000
65.078	-17.605	9.942	1584.000
65.164	-17.578	1.223	1586.000
65.164	-17.574	6.683	1588.000
65.172	-17.571	5.132	1589.000
65.177	-17.570	4.298	1590.000
65.179	-17.567	3.489	1591.000
65.142	-17.604	22.817	1592.000
65.180	-17.572	11.252	1593.000
65.186	-17.567	9.135	1594.000
65.193	-17.566	8.305	1595.000
65.176	-17.588	21.933	1596.000
65.191	-17.568	15.435	1597.000
65.195	-17.566	14.455	1598.000
65.204	-17.564	13.345	1599.000
65.207	-17.562	12.543	1600.000
65.214	-17.569	20.321	1601.000
65.216	-17.567	19.482	1602.000
65.220	-17.564	18.631	1603.000
65.224	-17.557	16.358	1604.000
65.265	-17.538	7.480	1605.000
65.592	-17.424	10.537	1613.000
65.687	-17.391	11.883	1616.000
65.731	-17.369	1.781	1617.000
65.692	-17.389	17.014	1618.000
65.743	-17.378	21.388	1621.000
65.770	-17.358	13.892	1622.000
65.789	-17.349	9.663	1623.000
65.851	-17.328	4.742	1625.000
65.850	-17.325	3.923	1626.000
65.813	-17.359	22.428	1628.000
65.833	-17.337	15.016	1629.000
65.862	-17.323	8.733	1630.000
65.858	-17.327	15.922	1632.000
65.874	-17.321	12.960	1633.000
65.900	-17.308	7.008	1634.000
65.881	-17.327	19.910	1636.000
65.886	-17.325	19.082	1637.000
65.931	-17.298	7.932	1638.000
66.092	-17.239	1.064	1639.000
66.107	-17.236	5.501	1641.000
66.115	-17.231	3.153	1642.000
66.118	-17.238	11.220	1643.000
66.109	-17.240	18.313	1644.000
66.137	-17.237	20.706	1645.000
66.277	-17.172	2.355	1648.000
66.289	-17.168	6.321	1649.000
66.334	-17.160	17.525	1651.000
66.335	-17.157	16.589	1652.000
66.367	-17.144	10.459	1653.000
66.381	-17.142	14.447	1654.000
66.391	-17.137	12.319	1655.000
66.381	-17.150	21.859	1656.000
66.474	-17.106	13.565	1657.000
