-57.074,21.332,12.687
-58.099,21.337,14.703
-58.127,21.320,12.389
-58.126,21.316,11.850
-58.145,21.313,15.355
-58.138,21.303,14.185
-58.164,21.301,13.681
-58.158,21.296,13.162
-58.328,20.996,15.012
-58.469,20.997,13.418
-58.481,20.994,12.898
-58.602,20.999,16.046
-58.639,20.998,15.506
-58.723,21.001,14.700
-58.766,21.001,14.184
-58.838,20.995,12.527
-58.903,21.001,16.510
-58.992,20.999,15.125
-59.096,20.999,13.761
-59.145,21.000,13.261
-59.216,20.998,16.090
-59.264,20.999,15.547
-59.319,20.998,14.724
-59.372,20.999,14.206
-59.464,20.998,12.862
-59.486,20.997,12.358
-59.448,21.001,17.299
-59.469,20.999,16.795
-59.723,21.003,13.847
-59.743,21.001,13.329
-59.798,21.001,16.398
-59.815,20.998,15.873
-59.830,20.996,15.361
-59.908,21.000,14.860
-59.955,21.001,14.348
-60.049,21.000,12.897
-60.088,21.000,12.390
-59.960,21.001,18.021
-59.994,21.000,17.496
-60.049,21.002,16.967
-60.248,21.000,13.901
-60.301,21.001,13.368
-60.374,21.005,16.566
-60.393,21.002,16.041
-60.432,21.003,15.514
-60.462,21.002,15.004
-60.491,21.001,14.504
-60.622,21.003,12.964
-60.655,21.003,12.464
-60.484,21.004,18.688
-60.496,21.001,18.169
-60.568,21.005,17.659
-60.597,21.004,17.149
-60.785,21.001,14.091
-60.847,21.004,13.592
-60.924,21.000,12.034
-60.867,21.002,16.694
-60.922,21.004,16.186
-60.972,21.005,15.652
-60.988,21.003,15.152
-61.009,21.002,14.619
-61.118,21.002,13.136
-61.158,21.003,12.634
-60.992,21.007,19.322
-61.018,21.006,18.779
-61.066,21.007,18.276
-61.084,21.005,17.763
-61.125,21.006,17.244
-61.338,21.007,14.218
-61.366,21.006,13.704
-61.430,21.001,12.198
-61.402,21.005,16.778
-61.422,21.004,16.255
-61.471,21.005,15.723
-61.500,21.004,15.217
-61.541,21.005,14.713
-61.628,21.004,13.250
-61.695,21.008,12.735
-61.701,21.000,11.773
-61.465,21.009,19.841
-61.516,21.010,19.312
-61.539,21.009,18.774
-61.546,21.004,18.079
-61.599,21.006,17.545
-61.838,21.009,14.251
-61.858,21.006,17.084
-61.897,21.007,16.584
-61.937,21.007,16.053
-61.973,21.007,15.538
